"transaction_id","transaction_date","customer_name","phone_number","category","item_name","item_size","color","quantity","price_per_unit","discount_percentage","total_amount","payment_mode","branch_name","sales_rep_name"
"225","2025-05-28","Ramesh Gupta","NoContact","Men","t-shirt","S","White","2","399","0","798.0","Cash","Main Market","Amit"
"226","18/03/24","ANJALI","9840767899","Accessories","Cap","Free Size","Grey","1","199","0","199.0","Cash","Mall Road","House Account"
"227","11/24/2024","Walk-in","8015619318","Women","saree","XXL","Grey","1","1999","0","0.0","Cash","Station Branch","Vikas"
"228","21-06-2023","Ramesh Gupta","2478712552","Women","DUPATTA","S","Grey","3","899","10","2427.3","Cash","Main Market","AMIT"
"229","01/04/25","Pooja Verma","7850720811","Kids","shorts","S","Green","3","499","0","1497.0","Cash","","Amit"
"230","08/11/23","Walk-in","NoContact","Men","Kurta","XXL","Yellow","2","0","0","0.0","Card","Main Market","Rahul"
"231","2023-10-19","Walk-in","8315893571","Men","Trousers","XXL","Red","2","799","20","1278.4","Card","Main Market","AMIT"
"232","03/02/2024","Walk-in","7728813770","Women","DRESS","L","Pink","1","1199","10","1079.1000000000001","Card","Main Market","Priya"
"233","2023-11-09","Ramesh Gupta","NA","Kids","Shorts","Standard","Black","3","399","10","0.0","Cash","Main Market","rahul"
"234","2025-06-06","Walk-in","9663658074","Accessories","Socks","One Size","Yellow","2","399","0","798.0","UPI","Station Branch","Priya"
"235","2023-09-09","ANJALI","NoContact","Men","T-Shirt","XXL","Pink","2","499","0","998.0","Card","Main Market","House Account"
"236","28-08-2023","Sunita Sharma","9138249671","Women","Dupatta","XL","Pink","2","1199","0","2398.0","Cash","Main Market","rahul"
"237","2024-01-25","Ramesh Gupta","8402891416","Accessories","Belt","One Size","Navy","1","0","0","0.0","UPI","Station Branch","House Account"
"238","15/09/24","Walk-in","2687681180","Kids","Shorts","L","White","1","399.00","0","399.0","Card","Station Branch","House Account"
"239","2024-09-27","Walk-in","0785931109","Men","Kurta","L","Maroon","2","799","0","1598.0","UPI","Mall Road","House Account"
"240","07/08/2024","Walk-in","9545089203","Accessories","Cap","Free Size","White","2","99","15","168.29999999999998","UPI","","Sneha"
"241","19-03-2025","ANJALI","NA","Men","Jeans","XL","Grey","1","999","0","999.0","UPI","Main Market","Sneha"
"242","2023-07-19","Anil Kumar","NoContact","Accessories","Scarf","Free Size","Maroon","2","0","0","0.0","UPI","","Amit"
"243","12/13/2023","Sunita Sharma","5528961122","Kids","frock","M","Red","1","0","0","0.0","Other","Main Market","Rahul"
"244","2024-11-10","Walk-in","NA","Women","Dupatta","M","Yellow","1","349","0","349.0","Card","Mall Road","AMIT"
"245","27/07/23","Ramesh Gupta","4669254812","Women","Leggings","XXL","Grey","3","899","0","2697.0","UPI","Station Branch","House Account"
"246","06/08/2024","Pooja Verma","NA","Women","palazzo","XXL","Green","1","1999","10","1799.1000000000001","UPI","Station Branch","AMIT"
"247","25-01-2025","ANJALI","5536668459","Accessories","SCARF","One Size","White","1","149.00","0","149.0","Card","Station Branch","rahul"
"248","07/20/2024","Walk-in","9702316433","Accessories","Wallet","Free Size","Pink","2","99","0","0.0","Cash","Main Market","House Account"
"249","27/12/24","Walk-in","4938743027","Accessories","cap","Free Size","Black","1","99","0","0.0","UPI","Mall Road","AMIT"
"250","20/01/25","ANJALI","2916032484","Accessories","Socks","Free Size","Green","3","199","0","0.0","Card","Station Branch","Priya"
"251","01/02/2024","Ramesh Gupta","8370816470","Women","Saree","XXL","Blue","2","599","0","1198.0","UPI","Main Market","Priya"
"252","2023-10-13","Anil Kumar","NoContact","Accessories","Belt","Free Size","Blue","1","99.00","0","99.0","Card","Main Market","Amit"
"253","2023-12-06","Ramesh Gupta","NA","Women","Palazzo","L","Black","3","599","0","1797.0","Other","","Sneha"
"254","09-05-2023","Walk-in","3381674233","Accessories","Socks","Free Size","Grey","2","0","10","0.0","UPI","Mall Road","AMIT"
"255","13-03-2024","Sunita Sharma","2824674746","Men","Jeans","XL","Black","1","799","10","719.1","UPI","Main Market","Rahul"
"256","2024-01-30","Walk-in","NA","Kids","Shirt","XL","Maroon","1","499","0","0.0","Card","Station Branch","AMIT"
"257","11/28/2024","Sunita Sharma","NA","Kids","Tshirt","XL","White","2","199","0","398.0","Cash","Main Market","rahul"
"258","26-02-2024","Walk-in","5243640270","Accessories","SOCKS","Free Size","Maroon","2","199","0","398.0","UPI","","rahul"
"259","04/08/2025","Sunita Sharma","6791214161","Women","Saree","M","Black","3","899","0","2697.0","Other","Main Market","Rahul"
"260","10/09/24","Anil Kumar","5535669055","Men","Jeans","XXL","Red","3","399","0","1197.0","Cash","Main Market","Priya"
"261","13-06-2025","Anil Kumar","3976915671","Kids","Frock","XL","Navy","2","499.00","10","898.2","UPI","","Rahul"
"262","06-11-2024","Walk-in","0256434712","Women","DRESS","L","Pink","2","899","0","1798.0","UPI","Station Branch","Priya"
"263","26/05/24","Walk-in","2095481497","Accessories","Cap","One Size","Black","1","99","15","0.0","Card","Main Market","Sneha"
"264","05/02/24","Walk-in","4438612590","Women","Palazzo","M","Grey","1","899","0","899.0","Card","Mall Road","Amit"
"265","04/30/2024","Walk-in","NoContact","Women","Saree","S","Yellow","2","1999","10","0.0","Cash","","rahul"
"266","30/10/24","Anil Kumar","NoContact","Women","KURTI","M","Maroon","2","599","10","1078.2","UPI","Main Market","Rahul"
"267","04-11-2024","Ramesh Gupta","8487297585","Women","Top","M","Blue","1","599","0","599.0","Cash","Main Market","Amit"
"268","17/06/23","ANJALI","NoContact","Kids","frock","XXL","Pink","1","399","0","399.0","UPI","Main Market","Priya"
"269","2023-04-23","Pooja Verma","NoContact","Kids","Frock","XXL","Pink","1","499","0","0.0","UPI","Main Market","Sneha"
"270","2024-12-18","Sunita Sharma","9102562588","Kids","T-SHIRT","XL","White","2","199","0","398.0","UPI","","Amit"
"271","2024-05-29","Sunita Sharma","8341465111","Women","Saree","Standard","Green","1","1599","10","1439.1000000000001","UPI","Mall Road","Rahul"
"272","2025-02-06","Ramesh Gupta","8909728321","Accessories","socks","Free Size","Grey","3","0","10","0.0","Cash","Mall Road","Priya"
"273","2024-10-20","Walk-in","9705097545","Kids","FROCK","L","Green","1","0","0","0.0","Cash","Main Market","rahul"
"274","2023-07-06","Sunita Sharma","NoContact","Accessories","WALLET","Free Size","Maroon","1","149","0","149.0","Card","","rahul"
"275","2024-11-12","Walk-in","8725686211","Men","Jeans","Standard","White","1","599.00","0","599.0","Cash","","House Account"
"276","2023-04-28","Ramesh Gupta","6371892392","Accessories","Socks","Free Size","Grey","1","99","0","99.0","Cash","Mall Road","Rahul"
"277","2024-01-08","Anil Kumar","3502000534","Women","Kurti","XL","Maroon","2","599","0","0.0","Card","Mall Road","Vikas"
"278","04/19/2023","Walk-in","NoContact","Men","Shirt","XXL","Black","2","599","0","1198.0","UPI","","AMIT"
"279","2024-07-27","Anil Kumar","1617688029","Men","Shirt","L","Grey","2","1499","10","2698.2000000000003","Cash","","Sneha"
"280","29-08-2024","Walk-in","8443448123","Accessories","CAP","Free Size","Grey","1","399","0","399.0","UPI","Main Market","Vikas"
"281","2024-09-18","Anil Kumar","0534240891","Men","Blazer","M","Pink","2","399","0","798.0","UPI","Station Branch","Sneha"
"282","05/07/23","Walk-in","2397240422","Accessories","Wallet","One Size","White","1","149.00","10","134.1","Card","","rahul"
"283","22-01-2023","Walk-in","1862030366","Men","t-shirt","XL","Navy","1","799","0","0.0","Card","","Priya"
"284","2024-06-27","Walk-in","2494514754","Accessories","WALLET","Free Size","Blue","1","399","0","0.0","Cash","","Amit"
"285","2024-01-30","Anil Kumar","7695236687","Kids","Frock","XL","Grey","1","199.00","10","179.1","Card","Station Branch","Sneha"
"286","06/06/2025","Sunita Sharma","8633302126","Men","T-Shirt","Standard","White","1","1499.00","0","1499.0","UPI","Main Market","AMIT"
"287","2024-06-24","ANJALI","5704120092","Women","kurti","L","Black","1","449","0","449.0","UPI","","Vikas"
"288","2024-07-26","Walk-in","7756620563","Kids","Frock","M","Green","1","499","0","499.0","Card","Main Market","Sneha"
"289","2023-02-15","ANJALI","NoContact","Kids","FROCK","S","White","1","399","0","399.0","Card","Mall Road","rahul"
"290","27/01/24","Walk-in","2711332288","Women","Leggings","L","Black","1","1599.00","10","1439.1000000000001","Cash","Mall Road","Vikas"
"291","14-07-2024","ANJALI","NoContact","Kids","Shirt","XL","White","1","199","0","199.0","UPI","Station Branch","House Account"
"292","21/10/23","Pooja Verma","2758955168","Kids","T-SHIRT","Standard","Grey","1","399","0","399.0","Cash","","Sneha"
"293","17/04/25","Walk-in","NoContact","Men","T-SHIRT","L","Maroon","2","499","0","998.0","Card","Main Market","rahul"
"294","2024-10-16","Walk-in","NoContact","Men","T Shirt","M","Grey","1","1499","10","1349.1000000000001","Cash","Station Branch","rahul"
"295","11/04/24","Pooja Verma","8685127652","Women","Leggings","M","Navy","3","599","0","0.0","Other","Mall Road","Vikas"
"296","2023-02-03","Pooja Verma","NA","Men","SHIRT","S","Red","2","999","0","1998.0","Card","Main Market","House Account"
"297","05/01/23","Walk-in","NoContact","Accessories","Cap","Free Size","Yellow","3","199","10","537.30000000000007","UPI","Mall Road","House Account"
"298","2024-02-17","Walk-in","NA","Women","Top","M","Pink","1","449","0","449.0","Cash","","rahul"
"299","08/08/24","Walk-in","2752334383","Kids","Frock","M","Blue","1","499","0","499.0","Cash","Main Market","Rahul"
"300","02/18/2025","Ramesh Gupta","1305231244","Kids","Shorts","XXL","Navy","1","299","0","299.0","Card","Mall Road","rahul"
"301","2023-10-06","Walk-in","6395517208","Women","leggings","M","Green","1","349","0","349.0","UPI","Mall Road","rahul"
"302","2023-01-10","Walk-in","3795381649","Men","shirt","L","Maroon","1","0","0","0.0","Other","Main Market","rahul"
"303","2023-12-01","Pooja Verma","NA","Accessories","Scarf","Free Size","White","1","0","0","0.0","UPI","Main Market","AMIT"
"304","2025-01-11","Walk-in","0401041459","Accessories","Belt","Free Size","Red","2","149","0","298.0","Cash","Main Market","House Account"
"305","2025-02-23","Walk-in","3311703037","Women","Dupatta","XL","Blue","1","1199.00","20","959.2","UPI","Station Branch","House Account"
"306","03/09/2024","Sunita Sharma","9127113072","Kids","shirt","XXL","Blue","2","399","0","798.0","Cash","Station Branch","Priya"
"307","13/07/23","Walk-in","8978610313","Kids","Shirt","M","Maroon","1","399.00","10","359.1","UPI","Main Market","Vikas"
"308","04/07/2023","Walk-in","9743251225","Women","Top","XL","Maroon","1","449","15","381.65","Cash","Mall Road","Priya"
"309","05/05/2025","Walk-in","2114577584","Women","Palazzo","XXL","Yellow","1","1199","0","1199.0","Card","Station Branch","AMIT"
"310","04/02/2023","Pooja Verma","4878245569","Men","Jeans","Standard","Maroon","2","1499.00","0","2998.0","Card","Station Branch","Priya"
"311","23-10-2023","Sunita Sharma","NoContact","Accessories","Cap","One Size","Blue","1","299","0","299.0","Cash","Mall Road","Vikas"
"312","05/27/2023","Pooja Verma","1430753666","Men","Trousers","S","Red","3","599","10","1617.3","UPI","Mall Road","House Account"
"313","03/05/25","Walk-in","NoContact","Women","Palazzo","L","Black","2","1199","0","0.0","Card","Mall Road","House Account"
"314","2023-05-11","Walk-in","4062607870","Accessories","Cap","One Size","Grey","1","0","20","0.0","UPI","Main Market","Vikas"
"315","2023-06-08","Sunita Sharma","0793110291","Accessories","Scarf","Free Size","Navy","1","149","10","134.1","Card","Main Market","Priya"
"316","05/26/2023","Walk-in","8377441975","Kids","Shirt","M","White","2","399","0","798.0","Card","Main Market","Rahul"
"317","05/26/2023","Walk-in","8377441975","Kids","Shirt","M","White","2","399","0","798.0","Card","Main Market","Rahul"
"318","23/05/23","ANJALI","2588358681","Kids","SHIRT","XXL","Maroon","2","399","10","718.2","Card","","Amit"
"319","2024-08-17","Pooja Verma","NoContact","Kids","Shorts","S","Grey","2","299","0","598.0","Other","Main Market","AMIT"
"320","2025-01-15","ANJALI","NA","Men","BLAZER","M","Red","3","1499","0","4497.0","Card","Station Branch","Amit"
"321","2025-04-21","Sunita Sharma","5124189389","Men","Trousers","XL","Blue","1","999","0","999.0","Card","Mall Road","Rahul"
"322","2025-04-21","Sunita Sharma","5124189389","Men","Trousers","XL","Blue","1","999","0","999.0","Card","Mall Road","Rahul"
"323","30/08/23","Walk-in","9905169918","Men","Jeans","L","White","1","599","0","599.0","UPI","","House Account"
"324","23/02/25","Walk-in","6821719553","Accessories","Cap","Free Size","Red","2","399","0","798.0","Card","","Rahul"
"325","12/09/24","ANJALI","1148375374","Men","Jacket","S","Blue","2","399","0","798.0","UPI","Mall Road","Priya"
"326","04/15/2025","Walk-in","7710704496","Men","Jeans","XXL","Grey","1","599","0","599.0","Cash","Mall Road","rahul"
"327","2025-02-11","Sunita Sharma","9305966018","Accessories","Belt","Free Size","Maroon","2","0","10","0.0","Card","Mall Road","Vikas"
"328","2024-01-06","Sunita Sharma","9014954277","Women","Dress","Standard","Black","1","599","0","599.0","Other","Station Branch","Sneha"
"329","06/28/2023","Walk-in","NA","Accessories","BELT","One Size","Navy","1","299","0","299.0","Card","Station Branch","House Account"
"330","03/21/2023","Ramesh Gupta","5616420595","Men","Kurta","S","Green","1","599","0","599.0","UPI","Main Market","Amit"
"331","19-08-2024","Walk-in","1139898681","Kids","T-Shirt","M","Navy","2","299","20","478.40000000000003","Card","Mall Road","Vikas"
"332","2024-02-24","Walk-in","8157937639","Women","Dupatta","M","Yellow","1","1999.00","0","1999.0","Other","Station Branch","Amit"
"333","09-04-2024","Walk-in","NoContact","Kids","Shorts","L","Blue","2","499","0","998.0","Cash","Main Market","Rahul"
"334","2025-04-24","Walk-in","0157676472","Accessories","belt","Free Size","Black","2","299","0","0.0","Cash","Main Market","House Account"
"335","14/05/25","Sunita Sharma","5220368499","Accessories","Cap","One Size","Black","1","99","10","89.100000000000009","UPI","Main Market","Vikas"
"336","19-11-2024","Anil Kumar","0618538003","Kids","t-shirt","L","Blue","2","199","0","398.0","UPI","Mall Road","Amit"
"337","12/28/2024","Walk-in","4969357824","Accessories","Wallet","One Size","Black","1","399","0","399.0","UPI","Mall Road","AMIT"
"338","02/12/2024","ANJALI","7963044836","Kids","T-Shirt","S","Green","1","399","0","399.0","Card","Mall Road","rahul"
"339","2023-04-23","Anil Kumar","NoContact","Accessories","Scarf","One Size","Grey","2","99","0","0.0","Card","Main Market","House Account"
"340","2023-08-09","Ramesh Gupta","0081867024","Kids","T-Shirt","XXL","White","2","299","15","508.3","Cash","Mall Road","rahul"
"341","25/08/24","Ramesh Gupta","4568044731","Women","Dupatta","S","Blue","2","0","10","0.0","Cash","Main Market","rahul"
"342","26/01/23","Ramesh Gupta","7914521182","Kids","Shirt","XXL","Pink","3","199","0","597.0","Card","Station Branch","AMIT"
"343","12/07/2024","Walk-in","8753577881","Women","Kurti","L","Maroon","2","0","0","0.0","UPI","","Priya"
"344","12/07/2024","Walk-in","8753577881","Women","Kurti","L","Maroon","2","0","0","0.0","UPI","","Priya"
"345","2023-10-29","Walk-in","5922483958","Women","Saree","S","Red","2","899.00","0","1798.0","Cash","Main Market","AMIT"
"346","2024-04-24","Walk-in","NoContact","Men","Jeans","M","Black","1","799","0","799.0","Cash","Main Market","Vikas"
"347","2023-07-02","Walk-in","NoContact","Kids","Shirt","L","Navy","1","399","0","399.0","UPI","Station Branch","Vikas"
"348","06/04/25","Pooja Verma","5481386667","Accessories","wallet","Free Size","White","1","149","10","134.1","UPI","Main Market","Vikas"
"349","2025-02-28","Pooja Verma","NA","Women","Dupatta","XXL","Grey","1","1599","10","1439.1000000000001","Card","Mall Road","Amit"
"350","07-10-2023","Sunita Sharma","6044090797","Men","T Shirt","L","Pink","1","0","0","0.0","Cash","Mall Road","Rahul"
"351","07-10-2023","Sunita Sharma","6044090797","Men","T Shirt","L","Pink","1","0","0","0.0","Cash","Mall Road","Rahul"
"352","2023-07-18","Walk-in","5295806601","Women","palazzo","M","Blue","1","1999.00","0","1999.0","Cash","Mall Road","Rahul"
"353","04/03/2023","Walk-in","NA","Kids","Frock","M","Red","2","399","10","0.0","Cash","Main Market","House Account"
"354","02/28/2024","Ramesh Gupta","3244741759","Accessories","Belt","One Size","White","1","0","0","0.0","Cash","Main Market","rahul"
"355","2023-08-04","Ramesh Gupta","0182727955","Women","Top","XL","Yellow","2","1999","10","0.0","Card","Main Market","Amit"
"356","12/12/24","Pooja Verma","3459576403","Accessories","Cap","One Size","Blue","1","149.00","0","149.0","UPI","Mall Road","Rahul"
"357","03/22/2025","Anil Kumar","2702324412","Women","top","Standard","Navy","1","1199","0","1199.0","Other","Station Branch","House Account"
"358","02/01/2024","Anil Kumar","2654696815","Men","trousers","L","Blue","3","799","0","2397.0","UPI","Mall Road","House Account"
"359","15/11/23","ANJALI","NoContact","Kids","Tshirt","S","White","1","299","0","299.0","Other","Station Branch","Priya"
"360","17/11/24","Pooja Verma","4641978575","Accessories","Belt","Free Size","Maroon","1","149","0","0.0","Card","","Priya"
"361","2023-02-21","Anil Kumar","5408424560","Women","Kurthi","XXL","Green","1","0","10","0.0","UPI","","rahul"
"362","2025-05-04","ANJALI","NoContact","Women","SAREE","Standard","Blue","1","1599.00","0","1599.0","Other","Main Market","rahul"
"363","2024-09-22","Walk-in","3059736424","Men","Jeans","XL","Maroon","1","399","0","399.0","Cash","Mall Road","Sneha"
"364","01/31/2023","Walk-in","9660487368","Kids","Shirt","XXL","Blue","1","399","10","359.1","UPI","Main Market","Priya"
"365","2024-10-10","Walk-in","6367747226","Kids","frock","XL","Pink","3","299","0","897.0","Cash","","Priya"
"366","2023-01-24","Ramesh Gupta","NA","Accessories","Socks","One Size","Maroon","2","399","0","798.0","Cash","","rahul"
"367","2023-07-31","ANJALI","9732781952","Women","dupatta","Standard","Yellow","1","1999.00","0","1999.0","Other","","rahul"
"368","12-02-2024","Anil Kumar","8761124912","Accessories","CAP","One Size","Green","1","399","10","359.1","UPI","Main Market","House Account"
"369","2024-06-18","Walk-in","NA","Men","Trousers","M","Green","2","599","0","1198.0","Cash","Station Branch","Vikas"
"370","2023-09-23","Walk-in","8679252985","Accessories","Cap","Free Size","Black","3","299","0","897.0","Card","Main Market","AMIT"
"371","06-08-2024","Walk-in","3506158148","Accessories","BELT","Free Size","White","3","149","0","447.0","Card","Station Branch","Sneha"
"372","20-01-2025","Walk-in","0333997718","Women","leggings","Standard","White","2","0","0","0.0","Card","Main Market","AMIT"
"373","2024-10-12","ANJALI","4694725878","Women","Kurti","XXL","Grey","2","1199.00","20","1918.4","Card","Mall Road","Vikas"
"374","2023-08-23","ANJALI","4524555746","Women","Dupatta","M","Black","2","1599","0","3198.0","Card","Mall Road","Amit"
"375","29/11/23","Walk-in","9493817359","Women","Leggings","S","Blue","1","1599","0","1599.0","Cash","Main Market","House Account"
"376","24-05-2023","Pooja Verma","7080850960","Kids","Shirt","M","Yellow","2","499","0","0.0","Card","","Priya"
"377","21/04/24","Walk-in","1295786069","Men","KURTA","XXL","Blue","1","999","10","899.1","Card","Mall Road","Amit"
"378","2023-07-31","Walk-in","NoContact","Kids","Frock","XXL","Grey","2","299","0","598.0","Cash","Station Branch","House Account"
"379","26-03-2024","Pooja Verma","NoContact","Men","Jeans","M","White","1","499","0","499.0","Cash","Mall Road","AMIT"
"380","2025-01-28","Anil Kumar","5633185748","Accessories","Wallet","Free Size","Navy","2","149","10","268.2","Card","Main Market","House Account"
"381","13-03-2025","Anil Kumar","NoContact","Women","top","M","Yellow","2","1999.00","20","3198.4","Card","Main Market","rahul"
"382","09-09-2024","Sunita Sharma","4258591779","Women","SAREE","S","Yellow","1","349","0","349.0","UPI","","Priya"
"383","2024-06-13","Sunita Sharma","2565290603","Men","Blazer","L","Navy","1","399","0","399.0","Card","Mall Road","Rahul"
"384","2023-12-12","Walk-in","7871584156","Accessories","Cap","Free Size","Navy","1","299","0","299.0","Cash","Main Market","Vikas"
"385","2023-07-23","Walk-in","2988085838","Women","Dupatta","L","Grey","2","1199","20","1918.4","UPI","Main Market","Amit"
"386","2025-01-21","Walk-in","NoContact","Accessories","Wallet","Free Size","Maroon","1","299.00","15","254.15","UPI","Mall Road","Amit"
"387","2023-05-26","Anil Kumar","NoContact","Accessories","Cap","Free Size","Yellow","2","149","0","298.0","Other","Station Branch","AMIT"
"388","11/02/23","Sunita Sharma","NoContact","Women","Palazzo","L","Blue","2","0","0","0.0","Card","Mall Road","Sneha"
"389","2023-10-10","Walk-in","4510173973","Men","Shirt","M","Grey","3","0","0","0.0","UPI","Station Branch","rahul"
"390","22/12/23","ANJALI","8066039205","Accessories","BELT","Free Size","Navy","2","199","0","398.0","UPI","Mall Road","House Account"
"391","26/06/23","Walk-in","9835411659","Kids","Frock","XL","Red","2","399","15","678.3","Card","Mall Road","AMIT"
"392","03/19/2023","Walk-in","NoContact","Kids","frock","L","Red","3","399","0","1197.0","UPI","Main Market","House Account"
"393","2024-02-14","Pooja Verma","5465535851","Women","Kurti","M","Red","2","1199.00","0","2398.0","UPI","Station Branch","Amit"
"394","06-05-2025","ANJALI","7961208780","Men","Jacket","Standard","Yellow","2","399","0","798.0","UPI","Station Branch","Vikas"
"395","2023-05-28","Anil Kumar","9059119186","Men","Blazer","XL","Black","1","799","20","639.2","Cash","Main Market","Rahul"
"396","25/12/24","Sunita Sharma","2463351571","Accessories","Belt","Free Size","Blue","3","299","0","0.0","Card","Main Market","Amit"
"397","2023-08-12","Walk-in","2959272827","Men","Kurta","S","Yellow","1","799","0","799.0","Cash","Mall Road","Vikas"
"398","03/02/24","Walk-in","1535237360","Men","jeans","XXL","Pink","1","499","10","449.1","UPI","Main Market","Priya"
"399","2023-11-26","ANJALI","4740803149","Kids","Shirt","L","Yellow","1","299","0","299.0","Cash","Main Market","Vikas"
"400","2024-12-30","Walk-in","7399006314","Accessories","Wallet","Free Size","Maroon","1","399","10","0.0","Cash","Mall Road","Sneha"
"401","07/10/23","Walk-in","6643749060","Kids","Shirt","M","Black","2","399","10","718.2","Cash","Main Market","AMIT"
"402","06/24/2025","Walk-in","7328077113","Men","T-Shirt","Standard","Green","2","1299","10","2338.2000000000003","Cash","Main Market","rahul"
"403","04/17/2023","Walk-in","9069130981","Women","Saree","S","Blue","1","349","0","349.0","Card","Mall Road","rahul"
"404","2024-02-02","Walk-in","0642076836","Accessories","Wallet","One Size","Yellow","1","149.00","0","149.0","Card","Mall Road","AMIT"
"405","2025-01-16","Anil Kumar","8654362718","Accessories","Cap","One Size","Yellow","1","149","0","149.0","Cash","Main Market","Sneha"
"406","18/10/24","Ramesh Gupta","NA","Kids","Frock","XXL","Maroon","1","199","0","0.0","Card","Mall Road","Rahul"
"407","10-05-2025","Anil Kumar","5977524418","Men","JACKET","S","Red","1","399","0","399.0","UPI","Mall Road","Amit"
"408","2025-04-17","ANJALI","2707955151","Accessories","Scarf","Free Size","Black","1","149","0","149.0","Cash","","Sneha"
"409","16-06-2024","ANJALI","2034476504","Kids","SHORTS","Standard","Navy","1","199","0","199.0","Cash","Station Branch","Rahul"
"410","2024-12-25","Walk-in","4837441715","Men","Jeans","M","Grey","3","799","10","2157.3","UPI","Main Market","Amit"
"411","03/10/24","Anil Kumar","1910231211","Kids","t-shirt","XXL","White","1","199","0","199.0","Cash","Mall Road","House Account"
"412","06/30/2023","Sunita Sharma","NoContact","Women","Dress","XL","Navy","3","449","0","1347.0","Cash","Main Market","Amit"
"413","06/30/2023","Sunita Sharma","NoContact","Women","Dress","XL","Navy","3","449","0","1347.0","Cash","Main Market","Amit"
"414","2025-06-30","Sunita Sharma","1017509617","Kids","frock","Standard","Navy","1","499","20","399.20000000000005","Card","","Priya"
"415","2025-06-30","Sunita Sharma","1017509617","Kids","frock","Standard","Navy","1","499","20","399.20000000000005","Card","","Priya"
"416","24/02/24","ANJALI","6777226602","Kids","Shorts","L","Grey","1","399","0","0.0","Card","","Amit"
"417","2024-07-16","Ramesh Gupta","NA","Women","top","M","Blue","1","899","0","899.0","Cash","Mall Road","Rahul"
"418","2023-06-12","Sunita Sharma","6919284552","Kids","T-SHIRT","L","Grey","1","299","0","299.0","UPI","Mall Road","Sneha"
"419","2024-08-30","Ramesh Gupta","3797058162","Kids","Shirt","XXL","Yellow","3","399","10","1077.3","UPI","Main Market","AMIT"
"420","2025-03-13","Anil Kumar","5983399140","Accessories","Wallet","Free Size","Yellow","1","299","0","299.0","Card","","Rahul"
"421","2024-03-30","Walk-in","7439742925","Kids","Shorts","M","Green","1","499","0","0.0","Card","","rahul"
"422","16/05/23","Walk-in","2218231555","Men","Blazer","Standard","Maroon","1","499","0","0.0","Cash","Station Branch","rahul"
"423","02/15/2025","Walk-in","2855660847","Accessories","WALLET","Free Size","Grey","2","149","0","298.0","UPI","Station Branch","Rahul"
"424","2024-09-29","Sunita Sharma","8623945354","Women","Saree","S","Yellow","1","349","0","349.0","Other","Station Branch","rahul"
"425","2025-04-17","Anil Kumar","3943804032","Women","SAREE","S","Maroon","1","349","0","349.0","Card","Station Branch","Amit"
"426","08/04/2024","Walk-in","NoContact","Accessories","Cap","Free Size","Blue","1","99","0","99.0","Card","Main Market","Vikas"
"427","29-11-2024","ANJALI","NA","Accessories","Belt","Free Size","Blue","3","299","0","897.0","UPI","","Vikas"
"428","2023-01-14","Walk-in","4473404337","Kids","T Shirt","S","Black","3","0","0","0.0","UPI","","AMIT"
"429","2023-05-30","Anil Kumar","9657542786","Women","Palazzo","L","Yellow","1","1199","0","1199.0","Card","","AMIT"
"430","03/22/2025","Pooja Verma","NoContact","Accessories","socks","Free Size","Yellow","2","399","20","0.0","Cash","Station Branch","Priya"
"431","22-02-2024","Ramesh Gupta","7230817214","Men","jeans","M","Yellow","2","799","0","1598.0","Cash","Main Market","Rahul"
"432","2024-09-03","Anil Kumar","3469979907","Men","Shirt","S","White","1","499","0","499.0","Card","Station Branch","Priya"
"433","2024-09-03","Anil Kumar","3469979907","Men","Shirt","S","White","1","499","0","499.0","Card","Station Branch","Priya"
"434","2025-02-06","Ramesh Gupta","7054873961","Accessories","Socks","One Size","Red","1","99.00","10","89.100000000000009","UPI","Mall Road","Priya"
"435","2023-02-10","Anil Kumar","2137730626","Women","Dress","XXL","Maroon","1","1199","0","1199.0","Card","Main Market","AMIT"
"436","30-04-2024","Sunita Sharma","6111457683","Men","shirt","M","Black","1","1299.00","0","1299.0","Other","Main Market","AMIT"
"437","2023-01-12","Walk-in","0184980425","Kids","Shorts","S","Black","1","0","0","0.0","Card","Main Market","Priya"
"438","2025-05-09","Ramesh Gupta","6060560356","Women","DRESS","M","Black","1","1199.00","0","1199.0","UPI","Mall Road","Amit"
"439","11/28/2023","Ramesh Gupta","4358644963","Accessories","SCARF","One Size","Yellow","3","199","0","597.0","Other","","House Account"
"440","01/19/2024","Pooja Verma","4978524914","Kids","Frock","XXL","Pink","3","399","10","1077.3","Cash","Main Market","Vikas"
"441","17-02-2025","Walk-in","4188421630","Accessories","Cap","One Size","White","1","299","0","299.0","UPI","Mall Road","rahul"
"442","05/04/25","Ramesh Gupta","0219947113","Women","Saree","XXL","Navy","1","1999","0","0.0","UPI","Mall Road","Priya"
"443","28/06/25","Pooja Verma","NoContact","Men","T-Shirt","XL","Navy","1","1499","0","1499.0","Card","Station Branch","House Account"
"444","17/03/25","Ramesh Gupta","NA","Kids","T Shirt","XXL","Navy","1","499","0","499.0","UPI","Mall Road","AMIT"
"445","2023-09-19","Ramesh Gupta","4722398983","Men","Blazer","S","Grey","1","1299","10","1169.1000000000001","Cash","Main Market","Rahul"
"446","2023-04-05","Walk-in","2487623039","Kids","T-Shirt","XL","Black","1","499","0","499.0","Cash","Mall Road","House Account"
"447","06/02/25","Sunita Sharma","6287203195","Kids","Shirt","XL","Pink","2","499.00","0","998.0","Cash","Mall Road","AMIT"
