transaction_id,transaction_date,customer_name,phone_number,category,item_name,item_size,color,quantity,price_per_unit,discount_percentage,total_amount,payment_mode,branch_name,sales_rep_name
233,09/11/2023,Ramesh Gupta,NA,Kids,Shorts,Standard,Black,3,399,10,1077.3,Cash,Main Market,Rahul
234,06/06/2025,Walk-in,9663658074,Accessories,Socks,Free Size,Yellow,2,399,0,798.0,UPI,Station Branch,Priya
235,09/09/2023,ANJALI,NA,Men,T-Shirt,XXL,Pink,2,499,0,998.0,Card,Main Market,House Account
236,28/08/2023,Sunita Sharma,9138249671,Women,Dupatta,XL,Pink,2,1199,0,2398.0,Cash,Main Market,Rahul
237,25/01/2024,Ramesh Gupta,8402891416,Accessories,Belt,Free Size,Navy,1,0,0,0.0,UPI,Station Branch,House Account
238,15/09/2024,Walk-in,2687681180,Kids,Shorts,L,White,1,399.00,0,399.0,Card,Station Branch,House Account
239,27/09/2024,Walk-in,0785931109,Men,Kurta,L,Maroon,2,799,0,1598.0,UPI,Mall Road,House Account
240,08/07/2024,Walk-in,9545089203,Accessories,Cap,Free Size,White,2,99,15,168.3,UPI,Unknown,Sneha
241,19/03/2025,ANJALI,NA,Men,Jeans,XL,Grey,1,999,0,999.0,UPI,Main Market,Sneha
242,19/07/2023,Anil Kumar,NA,Accessories,Scarf,Free Size,Maroon,2,0,0,0.0,UPI,Unknown,Amit
243,13/12/2023,Sunita Sharma,5528961122,Kids,Frock,M,Red,1,0,0,0.0,Other,Main Market,Rahul
244,10/11/2024,Walk-in,NA,Women,Dupatta,M,Yellow,1,349,0,349.0,Card,Mall Road,Amit
245,27/07/2023,Ramesh Gupta,4669254812,Women,Leggings,XXL,Grey,3,899,0,2697.0,UPI,Station Branch,House Account
246,08/06/2024,Pooja Verma,NA,Women,Palazzo,XXL,Green,1,1999,10,1799.1,UPI,Station Branch,Amit
247,25/01/2025,ANJALI,5536668459,Accessories,Scarf,Free Size,White,1,149.00,0,149.0,Card,Station Branch,Rahul
248,20/07/2024,Walk-in,9702316433,Accessories,Wallet,Free Size,Pink,2,99,0,198.0,Cash,Main Market,House Account
249,27/12/2024,Walk-in,4938743027,Accessories,Cap,Free Size,Black,1,99,0,99.0,UPI,Mall Road,Amit
250,20/01/2025,ANJALI,2916032484,Accessories,Socks,Free Size,Green,3,199,0,597.0,Card,Station Branch,Priya
251,02/01/2024,Ramesh Gupta,8370816470,Women,Saree,XXL,Blue,2,599,0,1198.0,UPI,Main Market,Priya
252,13/10/2023,Anil Kumar,NA,Accessories,Belt,Free Size,Blue,1,99.00,0,99.0,Card,Main Market,Amit
253,06/12/2023,Ramesh Gupta,NA,Women,Palazzo,L,Black,3,599,0,1797.0,Other,Unknown,Sneha
254,09/05/2023,Walk-in,3381674233,Accessories,Socks,Free Size,Grey,2,0,10,0.0,UPI,Mall Road,Amit
255,13/03/2024,Sunita Sharma,2824674746,Men,Jeans,XL,Black,1,799,10,719.1,UPI,Main Market,Rahul
256,30/01/2024,Walk-in,NA,Kids,Shirt,XL,Maroon,1,499,0,499.0,Card,Station Branch,Amit
257,28/11/2024,Sunita Sharma,NA,Kids,T-Shirt,XL,White,2,199,0,398.0,Cash,Main Market,Rahul
258,26/02/2024,Walk-in,5243640270,Accessories,Socks,Free Size,Maroon,2,199,0,398.0,UPI,Unknown,Rahul
259,08/04/2025,Sunita Sharma,6791214161,Women,Saree,M,Black,3,899,0,2697.0,Other,Main Market,Rahul
260,10/09/2024,Anil Kumar,5535669055,Men,Jeans,XXL,Red,3,399,0,1197.0,Cash,Main Market,Priya
261,13/06/2025,Anil Kumar,3976915671,Kids,Frock,XL,Navy,2,499.00,10,898.2,UPI,Unknown,Rahul
262,06/11/2024,Walk-in,0256434712,Women,Dress,L,Pink,2,899,0,1798.0,UPI,Station Branch,Priya
263,26/05/2024,Walk-in,2095481497,Accessories,Cap,Free Size,Black,1,99,15,84.15,Card,Main Market,Sneha
264,05/02/2024,Walk-in,4438612590,Women,Palazzo,M,Grey,1,899,0,899.0,Card,Mall Road,Amit
265,30/04/2024,Walk-in,NA,Women,Saree,S,Yellow,2,1999,10,3598.2,Cash,Unknown,Rahul
266,30/10/2024,Anil Kumar,NA,Women,Kurti,M,Maroon,2,599,10,1078.2,UPI,Main Market,Rahul
267,04/11/2024,Ramesh Gupta,8487297585,Women,Top,M,Blue,1,599,0,599.0,Cash,Main Market,Amit
268,17/06/2023,ANJALI,NA,Kids,Frock,XXL,Pink,1,399,0,399.0,UPI,Main Market,Priya
269,23/04/2023,Pooja Verma,NA,Kids,Frock,XXL,Pink,1,499,0,499.0,UPI,Main Market,Sneha
270,18/12/2024,Sunita Sharma,9102562588,Kids,T-Shirt,XL,White,2,199,0,398.0,UPI,Unknown,Amit
271,29/05/2024,Sunita Sharma,8341465111,Women,Saree,Standard,Green,1,1599,10,1439.1,UPI,Mall Road,Rahul
272,06/02/2025,Ramesh Gupta,8909728321,Accessories,Socks,Free Size,Grey,3,0,10,0.0,Cash,Mall Road,Priya
273,20/10/2024,Walk-in,9705097545,Kids,Frock,L,Green,1,0,0,0.0,Cash,Main Market,Rahul
274,06/07/2023,Sunita Sharma,NA,Accessories,Wallet,Free Size,Maroon,1,149,0,149.0,Card,Unknown,Rahul
275,12/11/2024,Walk-in,8725686211,Men,Jeans,Standard,White,1,599.00,0,599.0,Cash,Unknown,House Account
276,28/04/2023,Ramesh Gupta,6371892392,Accessories,Socks,Free Size,Grey,1,99,0,99.0,Cash,Mall Road,Rahul
277,08/01/2024,Anil Kumar,3502000534,Women,Kurti,XL,Maroon,2,599,0,1198.0,Card,Mall Road,Vikas
278,19/04/2023,Walk-in,NA,Men,Shirt,XXL,Black,2,599,0,1198.0,UPI,Unknown,Amit
279,27/07/2024,Anil Kumar,1617688029,Men,Shirt,L,Grey,2,1499,10,2698.2,Cash,Unknown,Sneha
280,29/08/2024,Walk-in,8443448123,Accessories,Cap,Free Size,Grey,1,399,0,399.0,UPI,Main Market,Vikas
281,18/09/2024,Anil Kumar,0534240891,Men,Blazer,M,Pink,2,399,0,798.0,UPI,Station Branch,Sneha
282,05/07/2023,Walk-in,2397240422,Accessories,Wallet,Free Size,White,1,149.00,10,134.1,Card,Unknown,Rahul
283,22/01/2023,Walk-in,1862030366,Men,T-Shirt,XL,Navy,1,799,0,799.0,Card,Unknown,Priya
284,27/06/2024,Walk-in,2494514754,Accessories,Wallet,Free Size,Blue,1,399,0,399.0,Cash,Unknown,Amit
285,30/01/2024,Anil Kumar,7695236687,Kids,Frock,XL,Grey,1,199.00,10,179.1,Card,Station Branch,Sneha
286,06/06/2025,Sunita Sharma,8633302126,Men,T-Shirt,Standard,White,1,1499.00,0,1499.0,UPI,Main Market,Amit
287,24/06/2024,ANJALI,5704120092,Women,Kurti,L,Black,1,449,0,449.0,UPI,Unknown,Vikas
288,26/07/2024,Walk-in,7756620563,Kids,Frock,M,Green,1,499,0,499.0,Card,Main Market,Sneha
289,15/02/2023,ANJALI,NA,Kids,Frock,S,White,1,399,0,399.0,Card,Mall Road,Rahul
290,27/01/2024,Walk-in,2711332288,Women,Leggings,L,Black,1,1599.00,10,1439.1,Cash,Mall Road,Vikas
291,14/07/2024,ANJALI,NA,Kids,Shirt,XL,White,1,199,0,199.0,UPI,Station Branch,House Account
292,21/10/2023,Pooja Verma,2758955168,Kids,T-Shirt,Standard,Grey,1,399,0,399.0,Cash,Unknown,Sneha
293,17/04/2025,Walk-in,NA,Men,T-Shirt,L,Maroon,2,499,0,998.0,Card,Main Market,Rahul
294,16/10/2024,Walk-in,NA,Men,T-Shirt,M,Grey,1,1499,10,1349.1,Cash,Station Branch,Rahul
295,11/04/2024,Pooja Verma,8685127652,Women,Leggings,M,Navy,3,599,0,1797.0,Other,Mall Road,Vikas
296,03/02/2023,Pooja Verma,NA,Men,Shirt,S,Red,2,999,0,1998.0,Card,Main Market,House Account
297,05/01/2023,Walk-in,NA,Accessories,Cap,Free Size,Yellow,3,199,10,537.3,UPI,Mall Road,House Account
298,17/02/2024,Walk-in,NA,Women,Top,M,Pink,1,449,0,449.0,Cash,Unknown,Rahul
299,08/08/2024,Walk-in,2752334383,Kids,Frock,M,Blue,1,499,0,499.0,Cash,Main Market,Rahul
300,18/02/2025,Ramesh Gupta,1305231244,Kids,Shorts,XXL,Navy,1,299,0,299.0,Card,Mall Road,Rahul
301,06/10/2023,Walk-in,6395517208,Women,Leggings,M,Green,1,349,0,349.0,UPI,Mall Road,Rahul
302,10/01/2023,Walk-in,3795381649,Men,Shirt,L,Maroon,1,0,0,0.0,Other,Main Market,Rahul
303,01/12/2023,Pooja Verma,NA,Accessories,Scarf,Free Size,White,1,0,0,0.0,UPI,Main Market,Amit
304,11/01/2025,Walk-in,0401041459,Accessories,Belt,Free Size,Red,2,149,0,298.0,Cash,Main Market,House Account
305,23/02/2025,Walk-in,3311703037,Women,Dupatta,XL,Blue,1,1199.00,20,959.2,UPI,Station Branch,House Account
306,09/03/2024,Sunita Sharma,9127113072,Kids,Shirt,XXL,Blue,2,399,0,798.0,Cash,Station Branch,Priya
307,13/07/2023,Walk-in,8978610313,Kids,Shirt,M,Maroon,1,399.00,10,359.1,UPI,Main Market,Vikas
308,07/04/2023,Walk-in,9743251225,Women,Top,XL,Maroon,1,449,15,381.65,Cash,Mall Road,Priya
309,05/05/2025,Walk-in,2114577584,Women,Palazzo,XXL,Yellow,1,1199,0,1199.0,Card,Station Branch,Amit
310,02/04/2023,Pooja Verma,4878245569,Men,Jeans,Standard,Maroon,2,1499.00,0,2998.0,Card,Station Branch,Priya
311,23/10/2023,Sunita Sharma,NA,Accessories,Cap,Free Size,Blue,1,299,0,299.0,Cash,Mall Road,Vikas
312,27/05/2023,Pooja Verma,1430753666,Men,Trousers,S,Red,3,599,10,1617.3,UPI,Mall Road,House Account
313,03/05/2025,Walk-in,NA,Women,Palazzo,L,Black,2,1199,0,2398.0,Card,Mall Road,House Account
314,11/05/2023,Walk-in,4062607870,Accessories,Cap,Free Size,Grey,1,0,20,0.0,UPI,Main Market,Vikas
315,08/06/2023,Sunita Sharma,0793110291,Accessories,Scarf,Free Size,Navy,1,149,10,134.1,Card,Main Market,Priya
316,26/05/2023,Walk-in,8377441975,Kids,Shirt,M,White,2,399,0,798.0,Card,Main Market,Rahul
318,23/05/2023,ANJALI,2588358681,Kids,Shirt,XXL,Maroon,2,399,10,718.2,Card,Unknown,Amit
319,17/08/2024,Pooja Verma,NA,Kids,Shorts,S,Grey,2,299,0,598.0,Other,Main Market,Amit
320,15/01/2025,ANJALI,NA,Men,Blazer,M,Red,3,1499,0,4497.0,Card,Station Branch,Amit
321,21/04/2025,Sunita Sharma,5124189389,Men,Trousers,XL,Blue,1,999,0,999.0,Card,Mall Road,Rahul
323,30/08/2023,Walk-in,9905169918,Men,Jeans,L,White,1,599,0,599.0,UPI,Unknown,House Account
324,23/02/2025,Walk-in,6821719553,Accessories,Cap,Free Size,Red,2,399,0,798.0,Card,Unknown,Rahul
325,12/09/2024,ANJALI,1148375374,Men,Jacket,S,Blue,2,399,0,798.0,UPI,Mall Road,Priya
326,15/04/2025,Walk-in,7710704496,Men,Jeans,XXL,Grey,1,599,0,599.0,Cash,Mall Road,Rahul
327,11/02/2025,Sunita Sharma,9305966018,Accessories,Belt,Free Size,Maroon,2,0,10,0.0,Card,Mall Road,Vikas
328,06/01/2024,Sunita Sharma,9014954277,Women,Dress,Standard,Black,1,599,0,599.0,Other,Station Branch,Sneha
329,28/06/2023,Walk-in,NA,Accessories,Belt,Free Size,Navy,1,299,0,299.0,Card,Station Branch,House Account
330,21/03/2023,Ramesh Gupta,5616420595,Men,Kurta,S,Green,1,599,0,599.0,UPI,Main Market,Amit
331,19/08/2024,Walk-in,1139898681,Kids,T-Shirt,M,Navy,2,299,20,478.4,Card,Mall Road,Vikas
332,24/02/2024,Walk-in,8157937639,Women,Dupatta,M,Yellow,1,1999.00,0,1999.0,Other,Station Branch,Amit
333,09/04/2024,Walk-in,NA,Kids,Shorts,L,Blue,2,499,0,998.0,Cash,Main Market,Rahul
334,24/04/2025,Walk-in,0157676472,Accessories,Belt,Free Size,Black,2,299,0,598.0,Cash,Main Market,House Account
335,14/05/2025,Sunita Sharma,5220368499,Accessories,Cap,Free Size,Black,1,99,10,89.1,UPI,Main Market,Vikas
336,19/11/2024,Anil Kumar,0618538003,Kids,T-Shirt,L,Blue,2,199,0,398.0,UPI,Mall Road,Amit
337,28/12/2024,Walk-in,4969357824,Accessories,Wallet,Free Size,Black,1,399,0,399.0,UPI,Mall Road,Amit
338,12/02/2024,ANJALI,7963044836,Kids,T-Shirt,S,Green,1,399,0,399.0,Card,Mall Road,Rahul
339,23/04/2023,Anil Kumar,NA,Accessories,Scarf,Free Size,Grey,2,99,0,198.0,Card,Main Market,House Account
340,09/08/2023,Ramesh Gupta,0081867024,Kids,T-Shirt,XXL,White,2,299,15,508.3,Cash,Mall Road,Rahul
341,25/08/2024,Ramesh Gupta,4568044731,Women,Dupatta,S,Blue,2,0,10,0.0,Cash,Main Market,Rahul
342,26/01/2023,Ramesh Gupta,7914521182,Kids,Shirt,XXL,Pink,3,199,0,597.0,Card,Station Branch,Amit
343,07/12/2024,Walk-in,8753577881,Women,Kurti,L,Maroon,2,0,0,0.0,UPI,Unknown,Priya
345,29/10/2023,Walk-in,5922483958,Women,Saree,S,Red,2,899.00,0,1798.0,Cash,Main Market,Amit
346,24/04/2024,Walk-in,NA,Men,Jeans,M,Black,1,799,0,799.0,Cash,Main Market,Vikas
347,02/07/2023,Walk-in,NA,Kids,Shirt,L,Navy,1,399,0,399.0,UPI,Station Branch,Vikas
348,06/04/2025,Pooja Verma,5481386667,Accessories,Wallet,Free Size,White,1,149,10,134.1,UPI,Main Market,Vikas
349,28/02/2025,Pooja Verma,NA,Women,Dupatta,XXL,Grey,1,1599,10,1439.1,Card,Mall Road,Amit
350,07/10/2023,Sunita Sharma,6044090797,Men,T-Shirt,L,Pink,1,0,0,0.0,Cash,Mall Road,Rahul
352,18/07/2023,Walk-in,5295806601,Women,Palazzo,M,Blue,1,1999.00,0,1999.0,Cash,Mall Road,Rahul
353,03/04/2023,Walk-in,NA,Kids,Frock,M,Red,2,399,10,718.2,Cash,Main Market,House Account
354,28/02/2024,Ramesh Gupta,3244741759,Accessories,Belt,Free Size,White,1,0,0,0.0,Cash,Main Market,Rahul
355,04/08/2023,Ramesh Gupta,0182727955,Women,Top,XL,Yellow,2,1999,10,3598.2,Card,Main Market,Amit
356,12/12/2024,Pooja Verma,3459576403,Accessories,Cap,Free Size,Blue,1,149.00,0,149.0,UPI,Mall Road,Rahul
357,22/03/2025,Anil Kumar,2702324412,Women,Top,Standard,Navy,1,1199,0,1199.0,Other,Station Branch,House Account
358,01/02/2024,Anil Kumar,2654696815,Men,Trousers,L,Blue,3,799,0,2397.0,UPI,Mall Road,House Account
359,15/11/2023,ANJALI,NA,Kids,T-Shirt,S,White,1,299,0,299.0,Other,Station Branch,Priya
360,17/11/2024,Pooja Verma,4641978575,Accessories,Belt,Free Size,Maroon,1,149,0,149.0,Card,Unknown,Priya
361,21/02/2023,Anil Kumar,5408424560,Women,Kurti,XXL,Green,1,0,10,0.0,UPI,Unknown,Rahul
362,04/05/2025,ANJALI,NA,Women,Saree,Standard,Blue,1,1599.00,0,1599.0,Other,Main Market,Rahul
363,22/09/2024,Walk-in,3059736424,Men,Jeans,XL,Maroon,1,399,0,399.0,Cash,Mall Road,Sneha
364,31/01/2023,Walk-in,9660487368,Kids,Shirt,XXL,Blue,1,399,10,359.1,UPI,Main Market,Priya
365,10/10/2024,Walk-in,6367747226,Kids,Frock,XL,Pink,3,299,0,897.0,Cash,Unknown,Priya
366,24/01/2023,Ramesh Gupta,NA,Accessories,Socks,Free Size,Maroon,2,399,0,798.0,Cash,Unknown,Rahul
367,31/07/2023,ANJALI,9732781952,Women,Dupatta,Standard,Yellow,1,1999.00,0,1999.0,Other,Unknown,Rahul
368,12/02/2024,Anil Kumar,8761124912,Accessories,Cap,Free Size,Green,1,399,10,359.1,UPI,Main Market,House Account
369,18/06/2024,Walk-in,NA,Men,Trousers,M,Green,2,599,0,1198.0,Cash,Station Branch,Vikas
370,23/09/2023,Walk-in,8679252985,Accessories,Cap,Free Size,Black,3,299,0,897.0,Card,Main Market,Amit
371,06/08/2024,Walk-in,3506158148,Accessories,Belt,Free Size,White,3,149,0,447.0,Card,Station Branch,Sneha
372,20/01/2025,Walk-in,0333997718,Women,Leggings,Standard,White,2,0,0,0.0,Card,Main Market,Amit
373,12/10/2024,ANJALI,4694725878,Women,Kurti,XXL,Grey,2,1199.00,20,1918.4,Card,Mall Road,Vikas
374,23/08/2023,ANJALI,4524555746,Women,Dupatta,M,Black,2,1599,0,3198.0,Card,Mall Road,Amit
375,29/11/2023,Walk-in,9493817359,Women,Leggings,S,Blue,1,1599,0,1599.0,Cash,Main Market,House Account
376,24/05/2023,Pooja Verma,7080850960,Kids,Shirt,M,Yellow,2,499,0,998.0,Card,Unknown,Priya
377,21/04/2024,Walk-in,1295786069,Men,Kurta,XXL,Blue,1,999,10,899.1,Card,Mall Road,Amit
378,31/07/2023,Walk-in,NA,Kids,Frock,XXL,Grey,2,299,0,598.0,Cash,Station Branch,House Account
379,26/03/2024,Pooja Verma,NA,Men,Jeans,M,White,1,499,0,499.0,Cash,Mall Road,Amit
380,28/01/2025,Anil Kumar,5633185748,Accessories,Wallet,Free Size,Navy,2,149,10,268.2,Card,Main Market,House Account
381,13/03/2025,Anil Kumar,NA,Women,Top,M,Yellow,2,1999.00,20,3198.4,Card,Main Market,Rahul
382,09/09/2024,Sunita Sharma,4258591779,Women,Saree,S,Yellow,1,349,0,349.0,UPI,Unknown,Priya
383,13/06/2024,Sunita Sharma,2565290603,Men,Blazer,L,Navy,1,399,0,399.0,Card,Mall Road,Rahul
384,12/12/2023,Walk-in,7871584156,Accessories,Cap,Free Size,Navy,1,299,0,299.0,Cash,Main Market,Vikas
385,23/07/2023,Walk-in,2988085838,Women,Dupatta,L,Grey,2,1199,20,1918.4,UPI,Main Market,Amit
386,21/01/2025,Walk-in,NA,Accessories,Wallet,Free Size,Maroon,1,299.00,15,254.15,UPI,Mall Road,Amit
387,26/05/2023,Anil Kumar,NA,Accessories,Cap,Free Size,Yellow,2,149,0,298.0,Other,Station Branch,Amit
388,11/02/2023,Sunita Sharma,NA,Women,Palazzo,L,Blue,2,0,0,0.0,Card,Mall Road,Sneha
389,10/10/2023,Walk-in,4510173973,Men,Shirt,M,Grey,3,0,0,0.0,UPI,Station Branch,Rahul
390,22/12/2023,ANJALI,8066039205,Accessories,Belt,Free Size,Navy,2,199,0,398.0,UPI,Mall Road,House Account
391,26/06/2023,Walk-in,9835411659,Kids,Frock,XL,Red,2,399,15,678.3,Card,Mall Road,Amit
392,19/03/2023,Walk-in,NA,Kids,Frock,L,Red,3,399,0,1197.0,UPI,Main Market,House Account
393,14/02/2024,Pooja Verma,5465535851,Women,Kurti,M,Red,2,1199.00,0,2398.0,UPI,Station Branch,Amit
394,06/05/2025,ANJALI,7961208780,Men,Jacket,Standard,Yellow,2,399,0,798.0,UPI,Station Branch,Vikas
395,28/05/2023,Anil Kumar,9059119186,Men,Blazer,XL,Black,1,799,20,639.2,Cash,Main Market,Rahul
396,25/12/2024,Sunita Sharma,2463351571,Accessories,Belt,Free Size,Blue,3,299,0,897.0,Card,Main Market,Amit
397,12/08/2023,Walk-in,2959272827,Men,Kurta,S,Yellow,1,799,0,799.0,Cash,Mall Road,Vikas
398,03/02/2024,Walk-in,1535237360,Men,Jeans,XXL,Pink,1,499,10,449.1,UPI,Main Market,Priya
399,26/11/2023,ANJALI,4740803149,Kids,Shirt,L,Yellow,1,299,0,299.0,Cash,Main Market,Vikas
400,30/12/2024,Walk-in,7399006314,Accessories,Wallet,Free Size,Maroon,1,399,10,359.1,Cash,Mall Road,Sneha
401,07/10/2023,Walk-in,6643749060,Kids,Shirt,M,Black,2,399,10,718.2,Cash,Main Market,Amit
402,24/06/2025,Walk-in,7328077113,Men,T-Shirt,Standard,Green,2,1299,10,2338.2,Cash,Main Market,Rahul
403,17/04/2023,Walk-in,9069130981,Women,Saree,S,Blue,1,349,0,349.0,Card,Mall Road,Rahul
404,02/02/2024,Walk-in,0642076836,Accessories,Wallet,Free Size,Yellow,1,149.00,0,149.0,Card,Mall Road,Amit
405,16/01/2025,Anil Kumar,8654362718,Accessories,Cap,Free Size,Yellow,1,149,0,149.0,Cash,Main Market,Sneha
406,18/10/2024,Ramesh Gupta,NA,Kids,Frock,XXL,Maroon,1,199,0,199.0,Card,Mall Road,Rahul
407,10/05/2025,Anil Kumar,5977524418,Men,Jacket,S,Red,1,399,0,399.0,UPI,Mall Road,Amit
408,17/04/2025,ANJALI,2707955151,Accessories,Scarf,Free Size,Black,1,149,0,149.0,Cash,Unknown,Sneha
409,16/06/2024,ANJALI,2034476504,Kids,Shorts,Standard,Navy,1,199,0,199.0,Cash,Station Branch,Rahul
410,25/12/2024,Walk-in,4837441715,Men,Jeans,M,Grey,3,799,10,2157.3,UPI,Main Market,Amit
411,03/10/2024,Anil Kumar,1910231211,Kids,T-Shirt,XXL,White,1,199,0,199.0,Cash,Mall Road,House Account
412,30/06/2023,Sunita Sharma,NA,Women,Dress,XL,Navy,3,449,0,1347.0,Cash,Main Market,Amit
414,30/06/2025,Sunita Sharma,1017509617,Kids,Frock,Standard,Navy,1,499,20,399.2,Card,Unknown,Priya
416,24/02/2024,ANJALI,6777226602,Kids,Shorts,L,Grey,1,399,0,399.0,Card,Unknown,Amit
417,16/07/2024,Ramesh Gupta,NA,Women,Top,M,Blue,1,899,0,899.0,Cash,Mall Road,Rahul
418,12/06/2023,Sunita Sharma,6919284552,Kids,T-Shirt,L,Grey,1,299,0,299.0,UPI,Mall Road,Sneha
419,30/08/2024,Ramesh Gupta,3797058162,Kids,Shirt,XXL,Yellow,3,399,10,1077.3,UPI,Main Market,Amit
420,13/03/2025,Anil Kumar,5983399140,Accessories,Wallet,Free Size,Yellow,1,299,0,299.0,Card,Unknown,Rahul
421,30/03/2024,Walk-in,7439742925,Kids,Shorts,M,Green,1,499,0,499.0,Card,Unknown,Rahul
422,16/05/2023,Walk-in,2218231555,Men,Blazer,Standard,Maroon,1,499,0,499.0,Cash,Station Branch,Rahul
423,15/02/2025,Walk-in,2855660847,Accessories,Wallet,Free Size,Grey,2,149,0,298.0,UPI,Station Branch,Rahul
424,29/09/2024,Sunita Sharma,8623945354,Women,Saree,S,Yellow,1,349,0,349.0,Other,Station Branch,Rahul
425,17/04/2025,Anil Kumar,3943804032,Women,Saree,S,Maroon,1,349,0,349.0,Card,Station Branch,Amit
426,04/08/2024,Walk-in,NA,Accessories,Cap,Free Size,Blue,1,99,0,99.0,Card,Main Market,Vikas
427,29/11/2024,ANJALI,NA,Accessories,Belt,Free Size,Blue,3,299,0,897.0,UPI,Unknown,Vikas
428,14/01/2023,Walk-in,4473404337,Kids,T-Shirt,S,Black,3,0,0,0.0,UPI,Unknown,Amit
429,30/05/2023,Anil Kumar,9657542786,Women,Palazzo,L,Yellow,1,1199,0,1199.0,Card,Unknown,Amit
430,22/03/2025,Pooja Verma,NA,Accessories,Socks,Free Size,Yellow,2,399,20,638.4,Cash,Station Branch,Priya
431,22/02/2024,Ramesh Gupta,7230817214,Men,Jeans,M,Yellow,2,799,0,1598.0,Cash,Main Market,Rahul
432,03/09/2024,Anil Kumar,3469979907,Men,Shirt,S,White,1,499,0,499.0,Card,Station Branch,Priya
434,06/02/2025,Ramesh Gupta,7054873961,Accessories,Socks,Free Size,Red,1,99.00,10,89.1,UPI,Mall Road,Priya
435,10/02/2023,Anil Kumar,2137730626,Women,Dress,XXL,Maroon,1,1199,0,1199.0,Card,Main Market,Amit
436,30/04/2024,Sunita Sharma,6111457683,Men,Shirt,M,Black,1,1299.00,0,1299.0,Other,Main Market,Amit
437,12/01/2023,Walk-in,0184980425,Kids,Shorts,S,Black,1,0,0,0.0,Card,Main Market,Priya
438,09/05/2025,Ramesh Gupta,6060560356,Women,Dress,M,Black,1,1199.00,0,1199.0,UPI,Mall Road,Amit
439,28/11/2023,Ramesh Gupta,4358644963,Accessories,Scarf,Free Size,Yellow,3,199,0,597.0,Other,Unknown,House Account
440,19/01/2024,Pooja Verma,4978524914,Kids,Frock,XXL,Pink,3,399,10,1077.3,Cash,Main Market,Vikas
441,17/02/2025,Walk-in,4188421630,Accessories,Cap,Free Size,White,1,299,0,299.0,UPI,Mall Road,Rahul
442,05/04/2025,Ramesh Gupta,0219947113,Women,Saree,XXL,Navy,1,1999,0,1999.0,UPI,Mall Road,Priya
443,28/06/2025,Pooja Verma,NA,Men,T-Shirt,XL,Navy,1,1499,0,1499.0,Card,Station Branch,House Account
444,17/03/2025,Ramesh Gupta,NA,Kids,T-Shirt,XXL,Navy,1,499,0,499.0,UPI,Mall Road,Amit
445,19/09/2023,Ramesh Gupta,4722398983,Men,Blazer,S,Grey,1,1299,10,1169.1,Cash,Main Market,Rahul
446,05/04/2023,Walk-in,2487623039,Kids,T-Shirt,XL,Black,1,499,0,499.0,Cash,Mall Road,House Account
447,06/02/2025,Sunita Sharma,6287203195,Kids,Shirt,XL,Pink,2,499.00,0,998.0,Cash,Mall Road,Amit
448,17/01/2023,ANJALI,6775372603,Women,Dupatta,M,Maroon,2,1599,10,2878.2,Card,Mall Road,Rahul
449,14/04/2023,Walk-in,0838507659,Men,Kurta,Standard,Pink,1,0,10,0.0,Cash,Mall Road,Amit
450,29/01/2024,Pooja Verma,NA,Accessories,Socks,Free Size,Black,1,299,10,269.1,Card,Station Branch,Sneha
451,19/11/2024,Walk-in,NA,Accessories,Wallet,Free Size,White,1,99,10,89.1,Card,Mall Road,Vikas
452,11/01/2025,Walk-in,4412833372,Kids,Shorts,XXL,Pink,1,299,0,299.0,UPI,Mall Road,Vikas
453,15/01/2024,Sunita Sharma,NA,Men,T-Shirt,XXL,Grey,1,1299.00,10,1169.1,UPI,Main Market,Rahul
454,09/01/2023,Walk-in,1200720245,Accessories,Wallet,Free Size,Navy,3,149,0,447.0,Cash,Mall Road,House Account
455,22/06/2024,Sunita Sharma,NA,Men,Shirt,S,Navy,1,399,0,399.0,UPI,Main Market,Amit
456,04/03/2024,Sunita Sharma,3372201091,Women,Palazzo,S,Maroon,2,599,0,1198.0,UPI,Mall Road,House Account
457,02/02/2023,Pooja Verma,NA,Women,Palazzo,XL,Maroon,1,1599,0,1599.0,Card,Mall Road,Amit
458,10/09/2024,Sunita Sharma,2600559550,Kids,Shirt,XXL,Black,1,299.00,10,269.1,Cash,Mall Road,Vikas
459,21/03/2025,ANJALI,6799359374,Accessories,Socks,Free Size,Red,1,399,0,399.0,UPI,Mall Road,Vikas
460,24/10/2024,ANJALI,NA,Accessories,Socks,Free Size,Blue,2,399,0,798.0,Other,Mall Road,Vikas
461,23/05/2025,Ramesh Gupta,NA,Accessories,Wallet,Free Size,Black,2,199,10,358.2,Cash,Main Market,Amit
462,12/07/2023,Anil Kumar,NA,Women,Top,XXL,Blue,2,449,10,808.2,Cash,Mall Road,Amit
463,03/02/2023,Ramesh Gupta,6401042462,Men,T-Shirt,XXL,Pink,2,999,0,1998.0,Card,Main Market,Amit
464,28/09/2023,Anil Kumar,2939130448,Kids,Shorts,S,Red,2,299,0,598.0,UPI,Mall Road,Vikas
465,03/05/2024,ANJALI,6814298315,Men,Trousers,L,Maroon,1,399,0,399.0,Other,Main Market,Amit
466,02/03/2023,Ramesh Gupta,6384526969,Women,Palazzo,M,Pink,2,899,0,1798.0,Card,Mall Road,Amit
467,25/08/2023,Walk-in,6234190310,Men,Shirt,XXL,White,1,1299,0,1299.0,Cash,Mall Road,House Account
